ID,Name,Campaign Id,Products,Last Upload
33797,Imported Shopify Catalog,53066,437820,"Aug 9, 2026",
33812,Imported Shopify Catalog,52661,54,"Aug 9, 2026",
33813,Imported Shopify Catalog,52661,54,"Aug 9, 2026",
33814,Imported Shopify Catalog,53052,22147,"Aug 9, 2026",
33842,Imported Shopify Catalog,53088,7171,"Aug 9, 2026",
33936,Imported Shopify Catalog,52671,547,"Aug 9, 2026",
33938,Imported Shopify Catalog,52965,198,"Aug 9, 2026",
33939,Imported Shopify Catalog,52670,286,"Aug 9, 2026",
33940,Imported Shopify Catalog,52670,286,"Aug 9, 2026",
33942,Imported Shopify Catalog,51732,62,"Aug 9, 2026",
33943,Imported Shopify Catalog,52664,355,"Aug 9, 2026",
33944,Imported Shopify Catalog,52664,355,"Aug 9, 2026",
34005,Imported Shopify Catalog,53353,437838,"Aug 9, 2026",
34107,Flashforge product catalog（EU_de),38200,26,"Jun 10, 2026",
34109,Flashforge product catalog（EU_fr),38200,26,"Jun 10, 2026",
34110,Flashforge product catalog（EU_es),38200,26,"Jun 10, 2026",
34189,Imported Shopify Catalog,53504,160,"Aug 9, 2026",
34219,Imported Shopify Catalog,53683,47,"Aug 9, 2026",
34234,Imported Shopify Catalog,53756,151,"Aug 9, 2026",
34261,Imported Shopify Catalog,53416,154,"Aug 9, 2026",
34273,Imported Shopify Catalog,53212,336,"Aug 9, 2026",
34298,Imported Shopify Catalog,53694,187,"Aug 9, 2026",
34299,Imported Shopify Catalog,53694,187,"Aug 9, 2026",
34301,Imported Shopify Catalog,53695,244,"Aug 9, 2026",
34331,Imported Shopify Catalog,53698,236,"Aug 9, 2026",
34351,Imported Shopify Catalog,53421,776,"Aug 9, 2026",
34565,Only Cert Prep Course Catalog,39854,22793,"Aug 5, 2026",
34614,Imported Shopify Catalog,54380,112,"Aug 9, 2026",
34615,Imported Shopify Catalog,54380,112,"Aug 9, 2026",
34623,Healer Labs ,19970,31,"Aug 9, 2026",
34671,Italist EU Feed,53066,165170,"Aug 9, 2026",
34708,GBP Product feed,43898,2314,"Aug 9, 2026",
34714,Italist UK Feed,53066,148073,"Aug 9, 2026",
34716,Italist US Feed,53066,186041,"Aug 9, 2026",
34831,Imported Shopify Catalog,54756,68272,"Aug 9, 2026",
34832,Imported Shopify Catalog,54756,68272,"Aug 9, 2026",
34981,Imported Shopify Catalog,54844,413,"Aug 9, 2026",
35152,Imported Shopify Catalog,55245,237,"Jul 9, 2026",
35366,Imported Shopify Catalog,55451,679,"Aug 9, 2026",
35463,Data Only eSIM,55758,2173,"Aug 9, 2026",
35470,Imported Shopify Catalog,55661,298,"Aug 9, 2026",
35513,Helloice- ENG-EUR,26893,5678,"Jul 31, 2026",
35638,Imported Shopify Catalog,56066,15,"Aug 9, 2026",
35677,FI en big 1,41671,1000623,"Aug 9, 2026",
35678,FI en big 2,41671,999560,"Aug 9, 2026",
35679,FI en big 3,41671,999391,"Aug 9, 2026",
35680,FI en big 4,41671,999435,"Aug 9, 2026",
35681,FI en big 5,41671,1000987,"Aug 9, 2026",
35682,AU en big 1,41671,1003698,"Aug 9, 2026",
35683,AU en big 2,41671,996974,"Aug 9, 2026",
35684,AU en big 3,41671,1002055,"Aug 9, 2026",
35685,AU en big 4,41671,998202,"Aug 9, 2026",
35686,AU en big 5,41671,999066,"Aug 9, 2026",
35687,GR el big 1,41671,1000772,"Aug 9, 2026",
35688,GR el big 2,41671,998507,"Aug 9, 2026",
35689,GR el big 3,41671,1000147,"Aug 9, 2026",
35690,GR el big 4,41671,999048,"Aug 9, 2026",
35691,GR el big 5,41671,1001521,"Aug 9, 2026",
35732,Imported Shopify Catalog(EU),56322,204,"Aug 9, 2026",
35815,Imported Shopify Catalog,56544,237,"Aug 9, 2026",
35819,catalogue8.4,37610,91,"Aug 4, 2026",
35842,tape in weft hair extensions,37610,304,"Aug 5, 2026",
35874,clip in and tape in hair extensions,37610,1653,"Aug 6, 2026",
35876,butterfly-sew in-tip -scalp-invis clip-tape ,37610,1981,"Aug 6, 2026",
