magazin,nivel,scor,platforma,comision_max_pct,are_promotie,cod_cupon,in_feed_produse,pagina_brand,link_afiliat_real,sales_number
piatradesign.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
airwheelofficial.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
zurlishop.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
hippoland.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
equivalenza.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
primefarma.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
sculefix.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
bazar-shop.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
dubaicollection.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
tratamentenaturiste.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
imatrend.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
s-sport.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
ioooi.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
artledistic.com,LOW,5.0,2performant,6.0,0,0,0,0,1,0
irelandexclusive.com,LOW,5.0,2performant,6.0,0,0,0,0,1,0
depozituldeuleiuri.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
nextmob.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
mobiro.ro,LOW,4.9,2performant,5.5,0,0,0,0,1,0
carpatik.ro,LOW,4.9,2performant,5.5,0,0,0,0,1,0
exact.travel,LOW,4.8,profitshare,3.0,0,0,0,0,1,0
bazarulonline.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
micul-meserias.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
gryxx.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
teilor.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
aosom.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
pentruanimale.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
karcher.com,LOW,4.8,2performant,5.0,0,0,0,0,1,0
nichiduta.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
barber-store.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
nevertebrate.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
bitmi.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
a2t.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
happypets.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
prestigehome.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
haaus.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
ihunt.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
magazin-bbraun.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
gossi.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
petmagazin.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
bravapet.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
tamos.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
pescar-expert.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
jocurinoi.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
lifebox.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
agroclima.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
albertool.com,LOW,4.8,2performant,5.0,0,0,0,0,1,0
cu-reduceri.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
underarmour.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
scentoparfum.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
cartepedia.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
mobilemedical.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
spectral.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
cumparamisim.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
infinity.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
fermier.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
pufrelax.com,LOW,4.8,2performant,5.0,0,0,0,0,1,0
redgoblin.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
maxlife.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
lonamad.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
carsupreme.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
hygiero.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
airsoft.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
sabon.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
navigatiiandroid.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
smartheater.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
talis.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
rovision.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
liki24.pl,LOW,4.8,2performant,5.0,0,0,0,0,1,0
esteto.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
casaidea.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
zoomania.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
zaire.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
artaceaiului.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
autobox.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
piatraonline.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
toyzzshop.bg,LOW,4.8,2performant,5.0,0,0,0,0,1,0
negozio-softair.it,LOW,4.8,2performant,5.0,0,0,0,0,1,0
baterii-lux.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
vivadeco.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
rayahalal.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
dfc.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
importdirect.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
kivi.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
husdago.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
vedrashop.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
esteto.hu,LOW,4.8,2performant,5.0,0,0,0,0,1,0
underarmour.bg,LOW,4.8,2performant,5.0,0,0,0,0,1,0
spionescu.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
bagno.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
laptoplab.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
obdeleven.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
buygames.net,LOW,4.8,2performant,5.0,0,0,0,0,1,0
husse.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
vdoors.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
autoeqt.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
shop.biofarmland.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
cumperiangro.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
bebeboo.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
esteto.bg,LOW,4.8,2performant,5.0,0,0,0,0,1,0
welapo.com,LOW,4.8,2performant,5.0,0,0,0,0,1,0
220-volti.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
baby24.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
rccars.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
miamorsalsas.com,LOW,4.8,2performant,5.0,0,0,0,0,1,0
partytent24.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
interbrandrichtig.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
cloud10beauty.com,LOW,4.8,2performant,5.0,0,0,0,0,1,0
plusvital.com,LOW,4.8,2performant,5.0,0,0,0,0,1,0
homuse.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
12note.ro,LOW,4.8,2performant,5.0,0,0,0,0,1,0
sole.ro,LOW,4.8,profitshare,5.0,0,0,0,0,1,0
novodoors.ro,LOW,4.8,profitshare,5.0,0,0,0,0,1,0
bestvalue.eu,LOW,4.7,2performant,4.0,0,0,0,0,1,0
eyerim.ro,LOW,4.7,2performant,4.0,0,0,0,0,1,0
rowenta.ro,LOW,4.7,2performant,4.0,0,0,0,0,1,0
maxi-pet.ro,LOW,4.7,2performant,4.0,0,0,0,0,1,0
ehranaanimale.ro,LOW,4.7,2performant,4.0,0,0,0,0,1,0
frapperie.ro,LOW,4.7,2performant,4.0,0,0,0,0,1,0
newpharma.ro,LOW,4.7,2performant,4.0,0,0,0,0,1,0
fragranza.hu,LOW,4.7,2performant,4.0,0,0,0,0,1,0
technitya.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
arkmc.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
printrendy.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
sunglasses2u.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
chriselli.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
tofflondon.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
365financialanalyst.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
winzip.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
corel.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
wordperfect.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
ursime.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
nadula.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
klaiyihair.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
hardaddy.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
kollyy.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
dochub.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
jewelhalo.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
modlily.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
lumibricks.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
lightailing.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
ship7.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
puzzleready.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
happy-sinks.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
indotrickscooter.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
coachsoak.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
bodyotics.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
fofana.co,LOW,4.6,impact,0.0,0,0,0,0,1,0
penchantforpleasure.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
bigbatbox.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
vikingbeardgear.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
ontaki.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
babydeepsleep.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
gafly-therapeutics.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
opengoaaal.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
angles90.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
luxsports.co,LOW,4.6,impact,0.0,0,0,0,0,1,0
charlemagne-premium.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
babysunnies.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
malaysiaairlines.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
oyrosy.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
teachersgram.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
parisrhone.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
aspiron.co,LOW,4.6,impact,0.0,0,0,0,0,1,0
vevor.com.au,LOW,4.6,impact,0.0,0,0,0,0,1,0
eur.vevor.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
de.fossibot.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
enerjoy.life,LOW,4.6,impact,0.0,0,0,0,0,1,0
shuteye.ai,LOW,4.6,impact,0.0,0,0,0,0,1,0
affiliate.nexters.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
engwe.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
12go.asia,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
eu.alpinestars.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
calecimprofessional.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
coolify.torraslife.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
zunsport.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
lightsaber.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
store.saramonic.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
snailax.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
pard.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
de.anthbot.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
gitmind.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
yilitehair.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
promeai.pro,LOW,4.6,impact,0.0,0,0,0,0,1,0
ideal.house,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
kamatera.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
tangem.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
sportneer.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
sheets.popai.pro,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
hears.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
coworkshop.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
wooeyeshop.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
artlist.io,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
fitory.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
lrmgoods.co.uk,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
theomfort.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
moresoo.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
ugeat.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
vivienhair.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
buddhastoneshop.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
icevpn.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
mypal.pro,LOW,4.6,impact,0.0,0,0,0,0,1,0
flextail.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
kisslovehair.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
ipowerqueen.de,LOW,4.6,impact,0.0,0,0,0,0,1,0
redodopower.de,LOW,4.6,impact,0.0,0,0,0,0,1,0
adguard-vpn.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
rockbrosbike.us,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
dollarcars4rent.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
thriftycars4rent.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
geetahair.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
awolvision.de,LOW,4.6,impact,0.0,0,0,0,0,1,0
awolvision.fr,LOW,4.6,impact,0.0,0,0,0,0,1,0
valerion.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
awolvision.eu,LOW,4.6,impact,0.0,0,0,0,0,1,0
hyper3d.ai,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
hardlyeverwornit.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
yousky.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
tisscare.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
de.store.tapo.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
byfood.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
smartwingshome.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
flashforge.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
xlaserlab.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
internationalopenacademy.com,LOW,4.6,impact,0.0,0,0,0,0,1,0
aqua-mail.com,ASCUNS,4.6,impact,0.0,0,0,0,0,0,0
springfarma.com,LOW,4.6,2performant,3.5,0,0,0,0,1,0
ottobroker.ro,LOW,4.6,2performant,3.5,0,0,0,0,1,0
autoeco.ro,LOW,4.6,2performant,3.5,0,0,0,0,1,0
catenapascupas.ro,LOW,4.6,2performant,3.5,0,0,0,0,1,0
homebotireland.ie,LOW,4.6,2performant,3.5,0,0,0,0,1,0
forit.ro,LOW,4.5,profitshare,2.0,0,0,0,0,1,0
fornello.ro,LOW,4.5,2performant,3.0,0,0,0,0,1,0
neakaisa.ro,LOW,4.5,2performant,3.0,0,0,0,0,1,0
liki24.it,LOW,4.5,2performant,3.0,0,0,0,0,1,0
liki24.be,LOW,4.5,2performant,3.0,0,0,0,0,1,0
babyneeds.ro,LOW,4.5,2performant,3.0,0,0,0,0,1,0
liki24.nl,LOW,4.5,2performant,3.0,0,0,0,0,1,0
xxxlutz.ro,LOW,4.5,2performant,3.0,0,0,0,0,1,0
vopsinel.ro,LOW,4.5,2performant,3.0,0,0,0,0,1,0
liki24.de,LOW,4.5,2performant,3.0,0,0,0,0,1,0
janta.ro,LOW,4.5,2performant,3.0,0,0,0,0,1,0
bonami.ro,LOW,4.5,2performant,3.0,0,0,0,0,1,0
trada.ro,LOW,4.5,2performant,3.0,0,0,0,0,1,0
cauciucuridirect.ro,LOW,4.5,2performant,3.0,0,0,0,0,1,0
asus.com,LOW,4.5,2performant,3.0,0,0,0,0,1,0
masif.ro,LOW,4.5,2performant,3.0,0,0,0,0,1,0
e-kafea.ro,LOW,4.5,2performant,3.0,0,0,0,0,1,0
liki24.es,LOW,4.5,2performant,3.0,0,0,0,0,1,0
fabricadetuica.ro,LOW,4.5,2performant,3.0,0,0,0,0,1,0
dentfactory.ro,LOW,4.5,2performant,3.0,0,0,0,0,1,0
1cctv.ro,LOW,4.5,2performant,3.0,0,0,0,0,1,0
liki24.at,LOW,4.5,2performant,3.0,0,0,0,0,1,0
liki24.fr,LOW,4.5,2performant,3.0,0,0,0,0,1,0
blacktech.ro,LOW,4.4,2performant,2.5,0,0,0,0,1,0
spy-shop.ro,LOW,4.3,2performant,2.0,0,0,0,0,1,0
depozitsolar.ro,LOW,4.3,2performant,1.75,0,0,0,0,1,0
rik.ro,LOW,4.3,2performant,2.0,0,0,0,0,1,0
novambient.ro,LOW,4.3,2performant,2.0,0,0,0,0,1,0
materialeelectrice.ro,LOW,4.3,2performant,2.0,0,0,0,0,1,0
e-roti.ro,LOW,4.3,2performant,2.0,0,0,0,0,1,0
sensodays.ro,LOW,4.3,2performant,2.0,0,0,0,0,1,0
evomag.ro,LOW,4.2,2performant,1.0,0,0,0,0,1,0
flip.ro,LOW,4.2,2performant,1.2,0,0,0,0,1,0
f64.ro,LOW,4.2,2performant,1.0,0,0,0,0,1,0
farmaciilenapofarm.ro,LOW,4.2,2performant,1.5,0,0,0,0,1,0
cyberfolks.ro,LOW,4.2,2performant,1.0,0,0,0,0,1,0
aleo.ro,LOW,4.2,2performant,1.0,0,0,0,0,1,0
flip.bg,LOW,4.2,2performant,1.5,0,0,0,0,1,0
photosetup.ro,LOW,4.2,2performant,1.0,0,0,0,0,1,0
aquaromania.ro,LOW,4.2,2performant,1.0,0,0,0,0,1,0
avatar-shop.ro,LOW,4.2,2performant,1.0,0,0,0,0,1,0
demax.ro,LOW,4.2,2performant,1.5,0,0,0,0,1,0
itarena.ro,LOW,4.2,2performant,1.0,0,0,0,0,1,0
aquabulgaria.com,LOW,4.2,2performant,1.0,0,0,0,0,1,0
aquamagyarorszag.com,LOW,4.2,2performant,1.0,0,0,0,0,1,0
studioszel.ro,LOW,4.1,2performant,0.0,0,0,0,0,1,0
ozone.ro,LOW,4.1,2performant,0.7,0,0,0,0,1,0
coffeepoint.ro,LOW,4.0,profitshare,0.0,0,0,0,0,1,0
