magazin,nivel,scor,platforma,comision_max_pct,are_promotie,cod_cupon,in_feed_produse,pagina_brand,link_afiliat_real,sales_number
atzavarahotel.com,LOW,7.4,impact,4.0,0,0,0,0,1,0
azulixtapa.com,LOW,7.4,impact,4.0,0,0,0,0,1,0
azzhoteles.com,LOW,7.4,impact,4.0,0,0,0,0,1,0
b-rent.com,LOW,7.4,impact,4.0,0,0,0,0,1,0
baglionihotels.com,LOW,7.4,impact,4.0,0,0,0,0,1,0
en.beachscape.com.mx,LOW,7.4,impact,4.0,0,0,0,0,1,0
greekmoving.com,LOW,7.4,impact,4.0,0,0,0,0,1,0
insotelhotelgroup.com,LOW,7.4,impact,4.0,0,0,0,0,1,0
magichotelgroup.com,LOW,7.4,impact,4.0,0,0,0,0,1,0
jdsports.id,ASCUNS,7.4,impact,4.0,0,0,0,0,0,0
turtlebeach.com,LOW,7.4,impact,4.0,0,0,0,0,1,0
sevensins.ro,LOW,7.4,2performant,0.0,0,0,0,0,1,3522
abdcomputer.ro,LOW,7.4,profitshare,7.0,0,0,0,0,1,0
citgrup.ro,LOW,7.4,profitshare,8.0,0,0,0,0,1,0
creditprime.ro,LOW,7.4,profitshare,20.0,0,0,0,0,1,0
elefant.ro,LOW,7.4,2performant,2.5,0,0,0,1,1,0
eu.turtlebeach.com,LOW,7.3,impact,8.0,0,0,0,0,1,0
maxicosi.com,LOW,7.3,impact,8.0,0,0,0,0,1,0
educlass.ro,LOW,7.3,profitshare,5.0,0,0,0,0,1,0
mycloset.ro,LOW,7.3,profitshare,8.0,0,0,0,0,1,0
hiris.ro,LOW,7.3,profitshare,8.0,0,0,0,0,1,0
watch24.ro,LOW,7.3,profitshare,15.0,0,0,0,0,1,0
lu.ro,LOW,7.3,2performant,20.0,0,0,0,0,1,0
starmobile.ro,LOW,7.3,2performant,20.0,0,0,0,0,1,0
electricsun.de,LOW,7.3,2performant,20.0,0,0,0,0,1,0
telvertical.ro,LOW,7.3,2performant,20.0,0,0,0,0,1,0
damas.ro,LOW,7.3,2performant,20.0,0,0,0,0,1,0
tessile.ro,LOW,7.3,2performant,20.0,0,0,0,0,1,0
cursuri-ai.ro,LOW,7.3,2performant,20.0,0,0,0,0,1,0
edenofclothes.com,LOW,7.3,2performant,20.0,0,0,0,0,1,0
datahost.ro,LOW,7.3,2performant,20.0,0,0,0,0,1,0
kaelo.ro,LOW,7.3,2performant,20.0,0,0,0,0,1,0
berjayahotel.com,LOW,7.2,impact,3.0,0,0,0,0,1,0
postjoyebike.com,ASCUNS,7.2,impact,3.0,0,0,0,0,0,0
lopesan.com,LOW,7.2,impact,3.0,0,0,0,0,1,0
popilush.com,LOW,7.2,impact,3.0,0,0,0,0,1,0
itgalaxy.ro,LOW,7.2,profitshare,10.0,0,0,0,0,1,0
arccaptain.com,LOW,7.1,impact,2.0,0,0,0,0,1,0
buybestgear.com,LOW,7.1,impact,2.0,0,0,0,0,1,0
sandandsky.com,LOW,7.1,impact,2.0,0,0,0,0,1,0
mfimedical.com,ASCUNS,7.1,impact,2.0,0,0,0,0,0,0
watches2u.com,LOW,7.1,impact,2.0,0,0,0,0,1,0
networksolutions.com,LOW,7.1,impact,3.0,0,0,0,0,1,0
ravpower.com,LOW,7.0,impact,8.0,0,0,0,0,1,0
nl.jackery.com,LOW,7.0,impact,8.0,0,0,0,0,1,0
eechic.com,LOW,6.9,impact,1.0,0,0,0,0,1,0
oneplus.com,LOW,6.8,impact,6.0,0,0,0,0,1,0
sportpartner.ro,LOW,6.8,profitshare,7.0,0,0,0,0,1,0
bijubox.ro,LOW,6.8,2performant,17.0,0,0,0,0,1,0
mede.cc,LOW,6.7,impact,0.0,0,0,0,0,1,0
arkudadigital.com,LOW,6.7,impact,0.0,0,0,0,0,1,0
depox.ro,LOW,6.7,2performant,0.0,0,0,0,0,1,2795
conectoo.com,LOW,6.7,profitshare,5.0,0,0,0,0,1,0
case-smart.ro,LOW,6.7,profitshare,10.0,0,0,0,0,1,0
gave.ro,LOW,6.7,2performant,16.0,0,0,0,0,1,0
dymocks.com.au,LOW,6.6,impact,0.0,0,0,0,0,1,0
thebestprop.com,ASCUNS,6.6,impact,0.0,0,0,0,0,0,0
scufita-rosie.ro,LOW,6.6,profitshare,10.0,0,0,0,0,1,0
nailshop.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
erotic24.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
picadili.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
lensa.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
nailsup.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
novvu.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
21collagen.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
pensulemachiaj.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
everin.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
tenq.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
edituragama.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
targetdeal.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
fsm-romania.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
shinefashion.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
mendo.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
modastil.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
plantica.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
meia.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
autodrop.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
synergytherm.com,LOW,6.5,2performant,15.0,0,0,0,0,1,0
vioricacosmetic.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
ginsari.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
urbancare.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
truemedicalcare.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
madebysociety.co.uk,LOW,6.5,2performant,15.0,0,0,0,0,1,0
atelierrebul.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
imaginatieinculori.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
velvetdesire.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
equickpharma.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
sellex.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
verdemivida.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
machiajultau.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
duchessenails.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
verdalis.ro,LOW,6.5,2performant,15.0,0,0,0,0,1,0
mobilalaguna.ro,LOW,6.4,2performant,0.0,0,0,0,0,1,0
dwyn.ro,LOW,6.4,profitshare,5.0,0,0,0,0,1,0
seku.ro,LOW,6.4,profitshare,7.0,0,0,0,0,1,0
anvelope-oferte.ro,LOW,6.4,profitshare,10.0,0,0,0,0,1,0
papusica.ro,LOW,6.4,2performant,14.5,0,0,0,0,1,0
dalisticq-shop.com,LOW,6.2,profitshare,8.0,0,0,0,0,1,0
nemira.ro,LOW,6.2,2performant,13.0,0,0,0,0,1,0
qudo.ro,LOW,6.2,2performant,13.0,0,0,0,0,1,0
myown.ro,LOW,6.2,2performant,13.0,0,0,0,0,1,0
gorgeaux.ro,LOW,6.2,2performant,13.0,0,0,0,0,1,0
portulromanesc.ro,LOW,6.2,2performant,13.0,0,0,0,0,1,0
ietraditionala.com,LOW,6.2,2performant,13.0,0,0,0,0,1,0
pronaturiste.ro,LOW,6.2,2performant,13.0,0,0,0,0,1,0
alecoair.ro,LOW,6.1,profitshare,5.0,0,0,0,0,1,0
vesa.ro,LOW,6.1,profitshare,7.5,0,0,0,0,1,0
contakt.ro,LOW,6.1,profitshare,10.0,0,0,0,0,1,0
emobili.ro,LOW,6.0,profitshare,5.0,0,0,0,0,1,0
aronia-charlottenburg.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
aqualine.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
okoshazak.hu,LOW,6.0,2performant,12.0,0,0,0,0,1,0
smokemania.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
creativ.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
maprofi.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
zappatos.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
chicbijoux.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
xkids.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
3gifts.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
mirano.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
magazintraditional.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
pansiprod.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
zandra.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
verohairshop.com,LOW,6.0,2performant,12.0,0,0,0,0,1,0
ginissima.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
candycave.ie,LOW,6.0,2performant,12.0,0,0,0,0,1,0
coltdesanatate.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
topsport.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
boost4life.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
lussho.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
scenta.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
bactolift.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
organicindia.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
mygrace.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
drbronner.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
e-potion.ro,LOW,6.0,2performant,12.0,0,0,0,0,1,0
hotpick.ro,LOW,6.0,profitshare,12.0,0,0,0,0,1,0
evrik.ro,LOW,6.0,profitshare,12.0,0,0,0,0,1,0
vonmag.ro,LOW,5.9,profitshare,3.0,0,0,0,0,1,0
beanzcafe.ro,LOW,5.9,profitshare,5.0,0,0,0,0,1,0
dezmembraru.ro,LOW,5.8,2performant,10.5,0,0,0,0,1,0
casadecologistics.ro,LOW,5.8,2performant,11.0,0,0,0,0,1,0
lacanistra.ro,LOW,5.8,2performant,11.0,0,0,0,0,1,0
trendiva.ro,LOW,5.8,2performant,11.0,0,0,0,0,1,0
anvelino.ro,LOW,5.8,profitshare,10.5,0,0,0,0,1,0
mxenduro.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
liki24.co.uk,LOW,5.7,2performant,10.0,0,0,0,0,1,0
depurtat.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
pravalianoastra.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
benvenuti.com,LOW,5.7,2performant,10.0,0,0,0,0,1,0
shopika.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
daar.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
dehaine.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
piese-biciclete.eu,LOW,5.7,2performant,10.0,0,0,0,0,1,0
librex.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
apiland.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
edituracorint.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
infinitelove.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
ortopedicus.com,LOW,5.7,2performant,10.0,0,0,0,0,1,0
gsmnet.de,LOW,5.7,2performant,10.0,0,0,0,0,1,0
somnart.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
bookbite.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
robazar.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
hemerama.com,LOW,5.7,2performant,10.0,0,0,0,0,1,0
ufit.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
greeno.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
edituratrei.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
viada.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
decryso.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
store.irinareisler.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
produsecosmetice.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
druzy.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
maslinescu.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
baseone.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
albirea-dintilor.com,LOW,5.7,2performant,10.0,0,0,0,0,1,0
pandera.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
goldnutrition.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
ro.onesleep.com,LOW,5.7,2performant,10.0,0,0,0,0,1,0
cartuseria.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
minikids.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
libhumanitas.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
caraielli.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
liderfurniture.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
sportmaniac.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
vioi.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
udobni.bg,LOW,5.7,2performant,10.0,0,0,0,0,1,0
balkan.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
doctordetergent.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
timebox.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
frootya.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
laicashop.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
lacrimidepanda.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
brasty.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
edituracasa.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
edituraparalela45.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
topline.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
glowmania.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
enigma-plant.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
nannie.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
uniquestore.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
lasebiacasa.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
belher.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
saray-fashion.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
brazicraciun.net,LOW,5.7,2performant,10.0,0,0,0,0,1,0
boon.com.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
drcalm.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
corturi24.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
sevich.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
republicabio.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
kedoo.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
nanomax.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
sublim3.com,LOW,5.7,2performant,10.0,0,0,0,0,1,0
fashionsense.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
fashionforyou.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
twindeco.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
afo.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
davopro.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
ceasuri-shop.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
sexshop.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
comenzi.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
ecotera.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
biocyte.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
ludi.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
mugurdelumina.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
topstar.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
sabora.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
grandeoptique.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
baobao.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
goodscents.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
bigiottos.com,LOW,5.7,2performant,10.0,0,0,0,0,1,0
reincarcareprepay.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
mybbshop.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
premiumchocolate.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
exterior.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
econfiscate.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
biovicta.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
amafashion.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
totalpantofi.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
impulz.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
littlenest.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
bimbimbo.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
woya.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
ierusalim-store.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
spumos.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
carnaval24.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
cadoupentrutine.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
nextsim.eu,LOW,5.7,2performant,10.0,0,0,0,0,1,0
universulfiscal.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
millamilla.shop,LOW,5.7,2performant,10.0,0,0,0,0,1,0
rikingdom.com,LOW,5.7,2performant,10.0,0,0,0,0,1,0
biomag.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
meolle.com,LOW,5.7,2performant,10.0,0,0,0,0,1,0
crabland.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
hawire.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
retrofit-auto.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
saray-kids.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
myfashionshopping.it,LOW,5.7,2performant,10.0,0,0,0,0,1,0
outfitblack.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
fixato.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
olmarkt.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
herbalrom.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
sensoryelements.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
re-bloom.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
novakiss.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
picanter.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
linailsboutique.ro,LOW,5.7,2performant,10.0,0,0,0,0,1,0
startco.ro,LOW,5.7,profitshare,10.0,0,0,0,0,1,0
unicorn-naturals.ro,LOW,5.7,profitshare,10.0,0,0,0,0,1,0
magazinuldegene.ro,LOW,5.6,profitshare,7.0,0,0,0,0,1,0
vexio.ro,LOW,5.5,profitshare,2.0,0,0,0,0,1,0
dualstore.ro,LOW,5.5,profitshare,5.0,0,0,0,0,1,0
librariadelfin.ro,LOW,5.5,2performant,9.0,0,0,0,0,1,0
editura-arthur.ro,LOW,5.5,2performant,9.0,0,0,0,0,1,0
tinar.ro,LOW,5.5,2performant,9.0,0,0,0,0,1,0
tela.ro,LOW,5.5,2performant,9.0,0,0,0,0,1,0
zooz.ro,LOW,5.5,2performant,9.0,0,0,0,0,1,0
geekmall.ro,LOW,5.4,profitshare,6.0,0,0,0,0,1,0
kidsly.ro,LOW,5.4,2performant,8.5,0,0,0,0,1,0
kinderauto.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
kinderplay.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
telerenta.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
trotty.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
babyroll.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
bagstodoor.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
petit-bebe.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
watchshop.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
cadourisiperle.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
atelierulfamiliei.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
casanewconcept.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
wargear.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
kettler.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
edituradph.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
kiehls.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
vitamix.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
ada-shoes.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
beststoreonline.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
armansport.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
grupdzc.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
lancome.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
makeupshop.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
krista.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
scauneonline.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
zapatos.hu,LOW,5.3,2performant,8.0,0,0,0,0,1,0
reyze.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
justfit.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
angelgold.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
laptop-direct.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
elegance-decor.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
arashop.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
lovepadel.ie,LOW,5.3,2performant,8.0,0,0,0,0,1,0
mayam.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
glambeauty.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
instaltub.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
centini.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
tucrim.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
ineditprint.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
bitor.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
hobiktoys.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
cereal-crunch.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
threefivethree.com,LOW,5.3,2performant,8.0,0,0,0,0,1,0
magroup.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
navi-gps.ro,LOW,5.3,2performant,8.0,0,0,0,0,1,0
niobi.bg,LOW,5.3,2performant,8.0,0,0,0,0,1,0
bauturialcoolice.ro,LOW,5.3,profitshare,8.0,0,0,0,0,1,0
tezyo.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
parmashop.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
mezoni.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
ecovent.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
botaniq.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
anticexlibris.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
aldoshoes.com.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
megadepot.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
animax.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
magazinuldesah.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
empria.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
shop.el-studio.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
shop4pet.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
savelectro.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
fabricadegratare.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
nuit.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
floria.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
cosori.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
melimeloparis.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
aeriumshop.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
10qaroma.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
frankemagazinonline.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
myeshop.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
idealbeauty.ro,LOW,5.2,2performant,7.5,0,0,0,0,1,0
field.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
bis-design.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
nepstore.ro,LOW,5.2,2performant,7.5,0,0,0,0,1,0
homemart.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
parfumoriental.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
activitati-cadou.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
nortia.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
fluturasi.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
amura.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
smt24.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
toronero.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
cezi.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
promotionalprint.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
lunera.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
edogkalypsoland.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
iclothing.com,LOW,5.2,2performant,7.5,0,0,0,0,1,0
autoverificate.ro,LOW,5.2,2performant,7.0,0,0,0,0,1,0
padelboost.co.uk,LOW,5.2,2performant,7.0,0,0,0,0,1,0
startdecor.ro,LOW,5.2,profitshare,7.0,0,0,0,0,1,0
fragranza.ro,LOW,5.1,2performant,6.5,0,0,0,0,1,0
folie.ro,LOW,5.1,2performant,6.5,0,0,0,0,1,0
baristelli.ro,LOW,5.1,2performant,6.5,0,0,0,0,1,0
refillz.ie,LOW,5.1,2performant,6.5,0,0,0,0,1,0
riotbites.com,LOW,5.1,2performant,6.5,0,0,0,0,1,0
decolandia.ro,LOW,5.0,profitshare,5.0,0,0,0,0,1,0
soundhouse.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
pieseautoscan.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
homs.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
autokids.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
mobilepet.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
chicco.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
adorehome.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
dogpro.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
conectica.ro,LOW,5.0,2performant,6.0,0,0,0,0,1,0
